Go.	Idź.
Tom is a diabetic.	Tom jest diabetykiem.
Tom is a diabetic.	Tom jest cukrzykiem.
Tom is a drunkard.	Tom jest pijakiem.
Tom is an old man.	Tom jest starym człowiekiem.
Tom is being mean.	Tom jest złośliwy.
Tom is courageous.	Tom jest odważny.
Tom is displeased.	Tom jest niezadowolony.
Tom is expendable.	Tom'a można zastąpić.
Tom is frustrated.	Tom jest sfrustrowany.
Tom is going bald.	Tom łysieje.
Tom is going, too.	Tom też idzie.
Tom is good at it.	Tom jest w tym dobry.
Tom is indiscreet.	Tom jest niedyskretny.
Tom is infallible.	Tom jest nieomylny.
Tom is intolerant.	Tom jest nietolerancyjny.
Tom is my brother.	Tom jest moim bratem.
Tom is my copilot.	Tom jest moim drugim pilotem.
Tom is my dentist.	Tom to mój dentysta.
Tom is my destiny.	Tom jest moim przeznaczeniem.
Tom is my husband.	Tom jest moim mężem.
Tom is my partner.	Tom jest moim partnerem.
Tom is my patient.	Tom to mój pacjent.
Tom is my patient.	Tom jest moim pacjentem.
Tom is my problem.	Tom jest moim problemem.
Tom is not a hero.	Tom nie jest bohaterem.
Tom is optimistic.	Tom jest optymistą.
Tom is overworked.	Tom jest przepracowany.
Tom is persistent.	Tom jest uparty.
Tom is reasonable.	Tom jest rozsądny.
Tom is remarkable.	Tom jest niezwykły.
Tom is undefeated.	Tom jest niepokonany.
Tom is undeterred.	Tom jest niezniechęcony.
Tom is very short.	Tom jest bardzo niski.
Tom isn't smiling.	Tom się nie uśmiecha.
Tom isn't worried.	Tom się nie martwi.
Tom just listened.	Tom tylko słuchał.
Tom just shrugged.	Tom jedynie wzruszył ramionami.
Tom left his wife.	Tom zostawił swoją żonę.
Tom liked his job.	Tom lubił swoją pracę.
Tom liked it, too.	Tomowi też się to spodobało.
Tom likes animals.	Tom lubi zwierzęta.
Tom likes blondes.	Tom lubi blondynki.
Tom likes carrots.	Tom lubi marchewkę.
Tom likes fishing.	Tom lubi łowić ryby.
Tom likes his job.	Tom lubi swoją pracę.
Tom likes hunting.	Tom lubi polować.
Tom likes it here.	Tomowi się tu podoba.
Tom likes oranges.	Tom lubi pomarańcze.
Tom likes running.	Tom lubi biegać.
Tom likes sausage.	Tom lubi kiełbasę.
Tom likes seafood.	Tom lubi owoce morza.
Tom likes singing.	Tom lubi śpiewać.
Tom likes surfing.	Tom lubi serfowanie.
Tom likes to cook.	Tom lubi gotować.
Tom likes to knit.	Tom lubi robić na drutach.
Tom likes to talk.	Tom lubi mówić.
Tom likes writing.	Tom lubi pisanie.
Tom looks amazing.	Tom wygląda niesamowicie.
Tom loves fishing.	Tom uwielbia wędkowanie.
Tom loves his job.	Tom lubi swoją pracę.
Tom made me angry.	Tom mnie wkurzył.
Tom made me angry.	Tom mnie zdenerwował.
Tom may come back.	Tom może wrócić.
Tom misunderstood.	Tom źle zrozumiał.
Tom needs answers.	Tom potrzebuje odpowiedzi.
Tom never changes.	Tom nigdy się nie zmienia.
Tom paid his bill.	Tom zapłacił jego rachunek.
Tom peeked inside.	Tom zajrzał do środka.
Tom ripped me off.	Tom mnie naciągnął.
Tom scored a goal.	Tom strzelił bramkę.
Tom scored a goal.	Tom strzelił gola.
Tom sent you this.	Tom ci to wysłał.
Tom stepped aside.	Tom odsunął się na bok.
Tom stepped aside.	Tom usunął się.
Tom wants popcorn.	Tom chce popcorn.
Tom wants to help.	Tom chce pomóc.
Tom was a bad boy.	Tom był złym chłopcem.
Tom was a bad guy.	Tomek był złym typem.
Tom was breathing.	Tom oddychał.
Tom was insincere.	Tom był nieszczery.
Tom was skeptical.	Tom był sceptyczny.
Tom was surprised.	Tom był zaskoczony.
Tom waved to Mary.	Tom pomachał do Mary.
Tom wears glasses.	Tom nosi okulary.
Tom went upstairs.	Tom poszedł na górę.
Tom will be alone.	Tom będzie sam.
Tom will be sorry.	Tom pożałuje.
Tom will be sorry.	Tom będzie żałował.
Tom will be there.	Tom będzie tam.
Tom will beat you.	Tom cię pobije.
Tom will beat you.	Tom cię pokona.
Tom will complain.	Tom będzie narzekał.
Tom will get help.	Tom otrzyma pomoc.
Tom will get hurt.	Tomowi stanie się krzywda.
Tom will have fun.	Tom będzie się dobrze bawić.
Tom will miss you.	Tom będzie za tobą tęsknił.
Tom will obey you.	Tom będzie cię słuchał.
Tom will obey you.	Tom będzie ci posłuszny.
Tom won't be back.	Tom nie wróci.
Tom won't come in.	Tom nie wejdzie.
Tom won't confess.	Tom się nie przyzna.
Tom won't confess.	Tom nie przyzna się do winy.
Tom won't do that.	Tom tego nie zrobi.
Tom won't fail us.	Tom nas nie zawiedzie.
Tom won't hurt me.	Tom mnie nie skrzywdzi.
Tom won't hurt us.	Tom nas nie skrzywdzi.
Tom won't make it.	Tomowi się nie uda.
Tom won't make it.	Tom nie zdąży.
Tom won't make it.	Tom nie może przyjść.
Tom won't risk it.	Tom nie zaryzykuje.
Tom won't want it.	Tom nie będzie tego chciał.
Tom wouldn't care.	Toma by to nie obchodziło.
Tom's a smart guy.	Tom to mądry facet.
Tom's hair is wet.	Tom ma mokre włosy.
Tom's hair is wet.	Włosy Toma są mokre.
Tom's plan failed.	Plan Toma zawiódł.
Try to be concise.	Pisz zwięźle.
Turn on the radio.	Włącz radio.
Two beers, please.	Proszę dwa piwa.
Venus is a planet.	Wenus jest planetą.
Was the door open?	Czy drzwi były otwarte?
Watch how I do it.	Patrz jak ja to robię.
We all missed you.	Wszyscy za tobą tęskniliśmy.
We all noticed it.	Wszyscy to zauważyliśmy.
We already talked.	Rozmawialiśmy już.
We aren't married.	Nie jesteśmy małżeństwem.
We believe in God.	Wierzymy w Boga.
We both know that.	Oboje to wiemy.
We can both do it.	Oboje możemy to zrobić.
We can look it up.	Możemy to sprawdzić.
We could do worse.	Moglibyśmy trafić gorzej.
We didn't find it.	Nie znaleźliśmy tego.
We do what we can.	Robimy, co możemy.
We don't have tea.	Nie mamy herbaty.
We don't know her.	Nie znamy jej.
We don't know him.	Nie znamy go.
We don't think so.	Nie uważamy tak.
We have no chance.	Nie mamy szans.
We have to escape.	Musimy uciec.
We laughed at Tom.	Śmialiśmy się z Toma.
We looked for her.	Szukaliśmy jej.
We made a mistake.	Popełniliśmy błąd.
We may never know.	Możemy nigdy się nie dowiedzieć.
We met that night.	Spotkaliśmy się tamtej nocy.
We must work hard.	Musimy ciężko pracować.
We need fresh air.	Potrzebujemy świeżego powietrza.
We need your help.	Potrzebujemy twojej pomocy.
We play on Sunday.	Gramy w niedzielę.
We saw them leave.	Widzieliśmy jak wychodzą.
We started at six.	Rozpoczęliśmy o szóstej.
We started at six.	Ruszyliśmy o szóstej.
We waited outside.	Czekaliśmy na zewnątrz.
We want to see it.	Chcemy to zobaczyć.
We were neighbors.	Byliśmy sąsiadami.
We won the battle.	Wygraliśmy bitwę.
We'd better leave.	Lepiej chodźmy.
We'll be in touch.	Zdzwonimy się.
We'll let Tom try.	Pozwolimy Tomowi spróbować.
We're always busy.	Jesteśmy wiecznie zajęci.
We're both adults.	Oboje jesteśmy dorośli.
We're both adults.	Jesteśmy oboje dorośli.
We're both adults.	Obaj jesteśmy dorośli.
We're both adults.	Obie jesteśmy dorosłe.
We're both idiots.	Oboje jesteśmy idiotami.
We're both insane.	Oboje jesteśmy nienormalni.
We're changing it.	Zmieniamy to.
We're from Boston.	Jesteśmy z Bostonu.
We're just scared.	Jesteśmy tylko przestraszeni.
We're leaving now.	Wyjeżdżamy teraz.
We're like family.	Jesteśmy jak rodzina.
We're not arguing.	Nie kłócimy się.
We're not cowards.	Nie jesteśmy tchórzami.
We're not friends.	Nie jesteśmy przyjaciółmi.
We're not leaving.	Nie wychodzimy.
We're not looking.	Nie patrzymy.
We're old friends.	Jesteśmy starymi przyjaciółmi.
We're out of wine.	Skończyło się nam wino.
We've been robbed.	Okradziono nas.
We've got the key.	Mamy klucz.
We've got to hide.	Musimy się schować.
We've lost 3 to 0.	Przegraliśmy trzy do zera.
Welcome to Boston.	Witaj w Bostonie.
What could you do?	Co mogłeś zrobić?
What could you do?	Co mogłaś zrobić?
What did Tom know?	Co wiedział Tom?
What did Tom mean?	Co Tom miał na myśli?
What did Tom mean?	O co chodziło Tomowi?
What did Tom sing?	Co zaśpiewał Tom?
What did you wear?	Co miałeś na sobie?
What do they want?	Czego oni chcą?
What do they want?	Czego chcą?
What does it mean?	Co to oznacza?
What does she say?	Co ona mówi?
What does that do?	Co to robi?
What have we done?	Cośmy zrobili?
What if I am poor?	Co jeśli jestem biedny?
What is happening?	Co się dzieje?
What is your name?	Jak się pan nazywa?
What was Tom like?	Jaki był Tom?
What's in the box?	Co jest w pudełku?
What's the reason?	Co jest powodem?
What's the reason?	Jaki jest powód?
What's this smell?	Co to za zapach?
When are you busy?	Kiedy jesteś zajęty?
When did it start?	Kiedy się zaczęło?
When do we arrive?	Kiedy dojedziemy?
When's Tom coming?	Kiedy przyjdzie Tom?
Where are you now?	Gdzie jesteś teraz?
Where can we meet?	Gdzie możemy się spotkać?
Where do we begin?	Od czego zaczniemy?
Where do you live?	Gdzie mieszkasz?
Where do you live?	Gdzie pan mieszka?
Where do you work?	Gdzie pracujesz?
Where is Room 105?	Gdzie jest pokój numer 105?
Where is my watch?	Gdzie jest mój zegarek?
Where is the bank?	Gdzie jest ten bank?
Where is the pain?	Gdzie boli?
Where is your dog?	Gdzie twój pies?
Where is your dog?	Gdzie jest twój pies?
Where was he born?	Gdzie on się urodził?
Where's Tom today?	Gdzie jest dzisiaj Tom?
Where's everybody?	Gdzie są wszyscy?
Where's my father?	Gdzie jest mój tata?
Where's my mother?	Gdzie jest moja matka?
Where's the vodka?	Gdzie jest wódka?
Which one is good?	Który jest dobry?
Which one is mine?	Który jest mój?
Which one is ours?	Który jest nasz?
Which one was Tom?	Który to był Tom?
Which tooth hurts?	Który ząb boli?
Who are these for?	Dla kogo są te?
Who ate my snacks?	Kto zjadł moje przekąski?
Who broke the cup?	Kto stłukł tę filiżankę?
Who cut your hair?	Kto cię obcinał?
Who cut your hair?	U kogo się strzygłeś?
Who gave you that?	Kto ci to dał?
Who voted for him?	Kto na niego głosował?
Whose clock is it?	Czyj to jest zegarek?
Whose fault is it?	Czyja to wina?
Whose idea was it?	Czyj to był pomysł?
Whose son are you?	Czyim synem jesteś?
Why are you early?	Dlaczego jesteś wcześniej?
Why are you tired?	Dlaczego jesteś zmęczony?
Why did Tom leave?	Dlaczego Tom wyszedł?
Why do they do it?	Dlaczego to robią?
Why do you bother?	Po co się trudzisz?
Why do you bother?	Po co zawracasz sobie głowę?
Why was Tom fired?	Dlaczego zwolniono Tomka?
Why worry so much?	Po co tak bardzo się martwić?
Will you marry me?	Czy zostaniesz moją żoną?
Will you pay cash?	Zapłacisz gotówką?
Will you use this?	Czy będziesz tego używał?
Won't that be fun?	Czy to nie będzie zabawne?
Won't you come in?	Nie wejdziesz do środka?
Won't you come in?	Nie wejdziesz?
Won't you join me?	Nie dołączysz do mnie?
Won't you join us?	Nie dołączysz do nas?
Wood burns easily.	Drzewo łatwo się pali.
Yes. That's right.	Tak. To prawda.
Yesterday was hot.	Wczoraj było ciepło.
You almost hit me.	Prawie mnie trafiłeś.
You always forget.	Ty zawsze zapominasz.
You are beautiful.	Jesteś piękna.
You are beautiful.	Jesteś piękny.
You are in my way.	Stoisz mi na drodze.
You are my friend.	Jesteś moim przyjacielem.
You are my friend.	Jesteś moją przyjaciółką.
You can search me!	Możesz mnie znaleźć!
You can talk here.	Tutaj można rozmawiać.
You can't fire me.	Nie możesz mnie zwolnić.
You can't fire me.	Nie może mnie pan zwolnić.
You can't fool me.	Nie oszukasz mnie.
You can't stop me.	Nie możesz mnie zatrzymać.
You did a bad job.	Spaprałeś to.
You did a bad job.	Kiepsko się spisałeś.
You did a bad job.	Spaprałeś tę robotę.
You don't know me.	Nie znasz mnie.
You don't need it.	Nie potrzebujesz tego.
You have no heart.	Jesteś bez serca.
You have problems.	Masz problemy.
You look fabulous.	Wyglądasz fantastycznie!
You made an error.	Popełniłeś błąd.
You make me happy.	Uszczęśliwiasz mnie.
You may also come.	Ty też możesz przyjść.
You must be tired.	Na pewno jesteś zmęczony.
You must be tired.	Na pewno jesteś zmęczona.
You must be tired.	Na pewno jesteście zmęczeni.
You must see this.	Musisz to zobaczyć.
You must stop him.	Musisz go zatrzymać.
You owe me a beer.	Wisisz mi piwo.
You sure run fast.	Pewnie biegasz szybko.
You talk too much.	Mówisz za dużo.
You two look busy.	Wy dwaj wyglądacie na zajętych.
You two look busy.	Wy dwoje wyglądacie na zajętych.
You two look busy.	Wasza dwójka wygląda na zajętych.
You understand me.	Rozumiesz mnie.
You understand me.	Rozumiecie mnie.
You were handsome.	Byłeś przystojny.
You work too hard.	Pracujesz za ciężko.
You work too much.	Pan pracuje za dużo.
You're a bookworm.	Jesteś molem książkowym.
You're a good guy.	Jesteś w porządku.
You're a murderer.	Jesteś mordercą.
You're aggressive.	Jesteś agresywny.
You're articulate.	Jesteś elokwentny.
You're attractive.	Jesteś atrakcyjny.
You're believable.	Jesteś wiarygodny.
You're contagious.	Zarażasz.
You're courageous.	Jesteś odważny.
You're dependable.	Jesteś niezawodny.
You're diplomatic.	Jesteś dyplomatyczny.
You're disgusting!	Jesteś obrzydliwy!
You're disgusting.	Jesteś obrzydliwy.
You're exercising.	Ćwiczysz.
You're gregarious.	Jesteś towarzyski.
You're hurting me.	Ranisz mnie.
You're illiterate.	Jesteś analfabetą.
You're impossible.	Jesteś niemożliwy.
You're impressive.	Robisz wrażenie.
You're indecisive.	Jesteś niezdecydowany.
You're inflexible.	Jesteś nieelastyczny.
You're insightful.	Jesteś wnikliwy.
You're methodical.	Jesteś systematyczny.
You're not normal.	Nie jesteś normalny.
You're optimistic.	Jesteś optymistą.
You're outrageous.	Jesteś oburzający.
You're overweight.	Masz nadwagę.
You're overworked.	Jesteś przepracowany.
You're particular.	Jesteśmy wybredny.
You're persistent.	Jesteś uparty.
You're persuasive.	Jesteś przekonujący.
You're photogenic.	Jesteś fotogeniczny.
You're prejudiced.	Jesteś uprzedzony.
You're productive.	Jesteś efektywny.
You're reasonable.	Jesteś rozsądny.
You're ridiculous.	Jesteś śmieszny.
You're right, Tom.	Masz rację Tom.
You're scaring me.	Przerażasz mnie.
You're successful.	Jesteś udany.
You're terrifying.	Jesteś przerażający.
You're unfriendly.	Jesteś nieprzyjazny.
You're unpleasant.	Jesteś nieprzyjemny.
You're unreliable.	Jesteś niewiarygodny.
You're untalented.	Jesteś beztalenciem.
Your face is pale.	Twoja twarz jest blada.
Your house is big.	Twój dom jest duży.
Your house is big.	Wasz dom jest duży.
Your time is over.	Twój czas się skończył.
A cat scratched me.	Kot mnie podrapał.
A storm is brewing.	Zbiera się na burzę.
All men are mortal.	Wszyscy ludzie są śmiertelni.
All were satisfied.	Wszyscy byli zadowoleni.
Anyone can do that.	Każdy może to zrobić.
Are they poisonous?	Są trujące?
Are we leaving now?	Już wychodzimy?
Are you courageous?	Czy jesteś odważny?
Are you feeling OK?	Dobrze się pan czuje?
Are you frightened?	Jesteś przerażony?
Are you hungry now?	Czy jesteś teraz głodny?
Are you in a hurry?	Śpieszysz się?
Are you interested?	Jesteś zainteresowany?
Are you interested?	Jesteście zainteresowani?
Are you interested?	Jesteście zainteresowane?
Are you interested?	Jesteś zainteresowana?
Are you kidding me?	Żartujesz sobie ze mnie?
Are you quite sure?	Jesteś całkowicie pewien?
Are you registered?	Jesteś zapisany?
Are you vegetarian?	Czy jesteś wegetarianinem?
Are you vegetarian?	Czy jesteś wegetarianką?
Aren't you ashamed?	Nie jesteś zawstydzony?
Aren't you curious?	Nie jesteś ciekawy?
Aren't you married?	Nie jesteś żonaty?
Aren't you married?	Nie jesteś zamężna?
Aren't you nervous?	Nie jesteś zdenerwowany?
Aren't you pleased?	Nie jesteś zadowolony?
Aren't you thirsty?	Nie chce ci się pić?
Bananas are yellow.	Banany są żółte.
Beer contains hops.	Piwo zawiera chmiel.
Boys, be ambitious.	Miejcie ambicję, chłopcy.
Bring your friends.	Weź ze sobą znajomych.
Can I get a refund?	Mogę otrzymać zwrot pieniędzy?
Can I see that one?	Czy mógłbym zobaczyć tamten?
Can I see this one?	Czy mogę zobaczyć ten?
Can I use your pen?	Czy mogę użyć twojego długopisu?
Can we do it again?	Powtórzymy to?
Can we do it again?	Możemy to zrobić jeszcze raz?
Can you forgive me?	Wybaczysz mi?
Can you picture it?	Możesz to zobrazować?
Can you understand?	Potrafisz zrozumieć?
Careful! Watch out!	Ostrożnie! Uważaj!
Cars are expensive.	Samochody są drogie.
Cars are necessary.	Samochody są potrzebne.
Cars are necessary.	Auta są potrzebne.
Check the calendar.	Sprawdź kalendarz.
Cold water, please.	Poproszę zimną wodę.
Come along with us.	Chodź z nami.
Come near the fire.	Zbliż się do ognia.
Cross your fingers.	Trzymaj kciuki.
Did Tom have a gun?	Czy Tom miał pistolet?
Did anyone call me?	Czy ktoś do mnie dzwonił?
Did everyone agree?	Czy wszyscy się zgodzili?
Did you arrest Tom?	Aresztowałeś Tom'a?
Didn't you hear me?	Nie słyszałeś mnie?
Divide and conquer.	Dziel i rządź.
Do I have a choice?	Mam wybór?
Do I need a reason?	Czy muszę mieć powód?
